ФИО автора,название,год издания,количество страниц
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1559,124
Некрасов Виктор Платонович,Мертвые души,1399,1052
Достоевский Фёдор Михайлович,Мертвые души,1301,1848
Пушкин Александр Сергеевич,Вишнёвый сад,1448,1989
Толстой Алексей Николаевич,Маленькая печальная повесть,1743,252
Достоевский Фёдор Михайлович,Крестьянские дети,1167,767
Тургенев Иван Сергеевич,Русские женщины,1755,1794
Толстой Алексей Николаевич,Хамелеон,1741,214
Булгаков Михаил Афанасьевич,Хождение по мукам,1190,1424
Гоголь Николай Васильевич,Пётр Первый,1654,501
Толстой Алексей Николаевич,Ревизор,1978,1650
Чехов Антон Павлович,Мертвые души,1198,1476
Достоевский Фёдор Михайлович,Морфий,1238,80
Чехов Антон Павлович,Белая гвардия,1135,214
Шолохов Михаил Александрович,Кому на Руси жить хорошо,1757,683
Толстой Алексей Николаевич,Крестьянские дети,1604,302
Пушкин Александр Сергеевич,Антоновские яблоки,1501,977
Бунин Иван Алексеевич,Митина любовь,1659,40
Бунин Иван Алексеевич,Шинель,1811,241
Некрасов Виктор Платонович,Морфий,1606,219
Пушкин Александр Сергеевич,Вишнёвый сад,1391,214
Пушкин Александр Сергеевич,Митина любовь,1475,1277
Тургенев Иван Сергеевич,Железная дорога,1444,772
Пушкин Александр Сергеевич,Маленькая печальная повесть,1882,1592
Некрасов Николай Алексеевич,Вий,1654,597
Некрасов Виктор Платонович,Донские рассказы,1624,1254
Некрасов Виктор Платонович,Рядовой Лютиков,2006,731
Толстой Алексей Николаевич,Братья Карамазовы,1392,325
Булгаков Михаил Афанасьевич,Антоновские яблоки,1401,880
Толстой Лев Николаевич,Война и мир,1191,1147
Гоголь Николай Васильевич,Хамелеон,1939,1423
