ФИО автора,название,год издания,количество страниц
Тургенев Иван Сергеевич,Листопад,1957,1323
Чехов Антон Павлович,Преступление и наказание,1647,914
Толстой Алексей Николаевич,Ревизор,1927,133
Некрасов Николай Алексеевич,Идиот,1177,32
Бунин Иван Алексеевич,Железная дорога,1395,1947
Шолохов Михаил Александрович,Тарас Бульба,1710,843
Гоголь Николай Васильевич,Первая любовь,1816,10
Бунин Иван Алексеевич,В окопах Сталинграда,1988,1118
Некрасов Николай Алексеевич,Пётр Первый,1466,1318
Булгаков Михаил Афанасьевич,Белые ночи,1339,1688
Пушкин Александр Сергеевич,Тарас Бульба,1117,29
Пушкин Александр Сергеевич,Шинель,1536,363
Тургенев Иван Сергеевич,Хождение по мукам,1394,1896
Шолохов Михаил Александрович,Шинель,1375,1046
Достоевский Фёдор Михайлович,Мертвые души,1945,1813
Пушкин Александр Сергеевич,Тёмные аллеи,1185,834
Булгаков Михаил Афанасьевич,Листопад,2003,1016
Пушкин Александр Сергеевич,Дама с собачкой,1811,263
Некрасов Виктор Платонович,Воскресение,1783,1721
Толстой Алексей Николаевич,Идиот,1983,633
Некрасов Николай Алексеевич,Железная дорога,1268,716
Бунин Иван Алексеевич,Ионыч,1916,1520
Чехов Антон Павлович,Хамелеон,1730,388
Шолохов Михаил Александрович,Ревизор,1295,1273
Тургенев Иван Сергеевич,Митина любовь,1629,493
Некрасов Виктор Платонович,Ионыч,1374,998
Чехов Антон Павлович,Маленькая печальная повесть,1878,1006
Толстой Алексей Николаевич,Крестьянские дети,1973,309
Некрасов Виктор Платонович,Железная дорога,1353,1300
